snr_db,semantic_token_acc,semantic_exact_acc
-5.0,0.17529602069407701,0.0
-2.0,0.17824096698313951,0.0
0.0,0.17889099102467299,0.0
2.0,0.18036499060690403,0.0
5.0,0.17871398944407701,0.0
8.0,0.17691345233470201,0.0
10.0,0.17902526818215847,0.0
12.0,0.17798156756907701,0.0
15.0,0.18029479961842299,0.0
18.0,0.180145263671875,0.0
20.0,0.17986450158059597,0.0
